r_left,r_right,"lower_bound_E0(r,g(r))","upper_bound_E0(r,g(r))"
0.8460122265625001,0.8469807031250001,0.04307954935474356,0.25124507633465676
0.8469807031250001,0.8479491796875,0.044527105873442,0.2525713305316408
0.8479491796875,0.84891765625,0.046170157952879265,0.25409388849791625
0.84891765625,0.8498861328125,0.04800992126382653,0.25581396473687157
0.8498861328125,0.850854609375,0.050047613012074166,0.257732775308277
0.850854609375,0.8518230859375,0.05228445197108478,0.25985153786076864
0.8518230859375,0.8527915625000001,0.054721658514431226,0.2621714716642458
0.8527915625000001,0.8537600390625002,0.0573604546482791,0.26469379764214374
0.8537600390625002,0.8547285156250002,0.06020206404355655,0.26741973840355193
0.8547285156250002,0.8556969921875002,0.06324771206813118,0.27035051827534673
0.8556969921875002,0.8566654687500002,0.06649862581886623,0.27348736333401646
0.8566654687500002,0.8576339453125001,0.069956034153563,0.2768315014375293
0.8576339453125001,0.8586024218750001,0.07362116772274696,0.28038416225705554
0.8586024218750001,0.8595708984375001,0.07749525900140064,0.28414657730858295
0.8595708984375001,0.8605393750000001,0.08157954232060227,0.2881199799844385
0.8605393750000001,0.8615078515625001,0.08587525389901174,0.29230560558469065
0.8615078515625001,0.8624763281250001,0.09038363187431564,0.2967046913485216
0.8624763281250001,0.8634448046875001,0.09510591633457999,0.3013184764854522
0.8634448046875001,0.86441328125,0.10004334934949277,0.3061482022064581
0.86441328125,0.866350234375,0.004860195091497488,0.4167497662522255
0.866350234375,0.8682871875,0.016146894153184377,0.4276151185785899
0.8682871875,0.870224140625,0.028315070863746072,0.4393682558655243
0.870224140625,0.87216109375,0.04137476518329741,0.4520192062134658
0.87216109375,0.8740980468749999,0.05533605233122074,0.4655780335985753
0.8740980468749999,0.876035,0.0702090437655638,0.4800548388473622
0.876035,0.8779719531250001,0.08600388815848348,0.49545976060758257
0.8779719531250001,0.8799089062500001,0.10273077236790229,0.5118029763158507
0.8799089062500001,0.881845859375,0.120399922405932,0.5290947031620128
0.881845859375,0.8837828125,0.13902160440430933,0.5473451990507172
0.8837828125,0.885719765625,0.1586061255769753,0.5665647635605797
0.885719765625,0.88765671875,0.17916383518038081,0.5867637389010589
0.88765671875,0.8915306249999999,0.008236202748735266,0.8223831095764673
0.8915306249999999,0.8954045312499999,0.05566128534097281,0.8684477482850745
0.8954045312499999,0.8992784374999999,0.10715523705292718,0.9186308403278289
0.8992784374999999,0.90315234375,0.1628030480356184,0.9730173186482034
0.90315234375,0.9070262499999999,0.22269049101643823,1.0316929170190772
0.9070262499999999,0.9109001562499999,0.2869041517819415,1.0947442004335208
0.9109001562499999,0.9147740624999999,0.3555314596917416,1.1622585955520606
0.9147740624999999,0.9225218749999999,0.06414833261314712,1.6744477376195341
0.9225218749999999,0.9302696874999999,0.229960581356476,1.8364021493792597
0.9302696874999999,0.9380175,0.4149477927966263,2.0179289623307524
0.9380175,0.9457653125,0.6198547480910674,2.21977465174397
0.9457653125,0.953513125,0.8454433132628552,2.4427033666251905
0.953513125,0.96900875,0.42691256772450625,3.6149373968240246
0.96900875,0.984504375,1.013513898574732,4.1957899696607095
0.984504375,1.0,1.6966983484720297,4.876581415114895
