r_left,r_right,b_left,b_right,u_left,u_right,lower_bound_F,upper_bound_F
0.6436006249999999,0.6590962499999999,0.7336214814331946833879150438281328406687500000015,0.822414320955463122258610029218755227112500000001,0.75,0.875,"[-7.2404244759061580083, -7.2404244759061580083]","[-1.6695662417612571193, -1.6695662417612571193]"
0.6436006249999999,0.6590962499999999,0.644828641910926244517220058437510454225000000002,0.822414320955463122258610029218755227112500000001,0.875,1,"[-9.573954742932119899, -9.573954742932119899]","[-0.19074938787405446017, -0.19074938787405446017]"
0.6436006249999999,0.6590962499999999,0.822414320955463122258610029218755227112500000001,0.9112071604777315611293050146093776135562500000005,0.75,0.875,"[-6.6753475766938130675, -6.6753475766938130675]","[-0.6622506184737714241, -0.6622506184737714241]"
0.6436006249999999,0.6590962499999999,0.9112071604777315611293050146093776135562500000005,0.95560358023886578056465250730468880677812500000025,0.75,0.8125,"[-4.7509714325066116913, -4.7509714325066116913]","[-1.1715934497681896875, -1.1715934497681896875]"
0.6436006249999999,0.6590962499999999,0.95560358023886578056465250730468880677812500000025,1,0.75,0.8125,"[-4.2788453066608465036, -4.2788453066608465036]","[-0.5794856647877585365, -0.5794856647877585365]"
0.6436006249999999,0.6590962499999999,0.9112071604777315611293050146093776135562500000005,0.95560358023886578056465250730468880677812500000025,0.8125,0.875,"[-4.8560617620716062248, -4.8560617620716062248]","[-1.2565076281042639739, -1.2565076281042639739]"
0.6436006249999999,0.6590962499999999,0.95560358023886578056465250730468880677812500000025,1,0.8125,0.875,"[-4.3799496319612618578, -4.3799496319612618578]","[-0.66058859079767040523, -0.66058859079767040523]"
0.6436006249999999,0.6590962499999999,0.822414320955463122258610029218755227112500000001,0.9112071604777315611293050146093776135562500000005,0.875,1,"[-6.9066215117885416674, -6.9066215117885416674]","[-0.84967993898411486864, -0.84967993898411486864]"
0.6436006249999999,0.6590962499999999,0.9112071604777315611293050146093776135562500000005,0.95560358023886578056465250730468880677812500000025,0.875,0.9375,"[-4.9662133186257140238, -4.9662133186257140238]","[-1.346462313565134794, -1.346462313565134794]"
0.6436006249999999,0.6590962499999999,0.95560358023886578056465250730468880677812500000025,1,0.875,0.9375,"[-4.4865188204485573209, -4.4865188204485573209]","[-0.74708758870189251322, -0.74708758870189251322]"
0.6436006249999999,0.6590962499999999,0.9112071604777315611293050146093776135562500000005,0.95560358023886578056465250730468880677812500000025,0.9375,1,"[-5.0810535531168081747, -5.0810535531168081747]","[-1.4411207497463582872, -1.4411207497463582872]"
0.6436006249999999,0.6590962499999999,0.95560358023886578056465250730468880677812500000025,1,0.9375,1,"[-4.5981389792187545851, -4.5981389792187545851]","[-0.83861355044566587846, -0.83861355044566587846]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.7219561520658097060699462890625,0,0.125,"[-6.6144313484201386899, -6.6144313484201386899]","[-1.9024548138771255612, -1.9024548138771255612]"
0.6590962499999999,0.6668440625,0.7219561520658097060699462890625,0.814637434710539804046630859375,0,0.125,"[-6.3989968053641970158, -6.3989968053641970158]","[-1.1741131875783683558, -1.1741131875783683558]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.7219561520658097060699462890625,0.125,0.25,"[-6.6817387610892406968, -6.6817387610892406968]","[-1.9671813406325793228, -1.9671813406325793228]"
0.6590962499999999,0.6668440625,0.7219561520658097060699462890625,0.814637434710539804046630859375,0.125,0.25,"[-6.4092143680386222115, -6.4092143680386222115]","[-1.2017398502799612192, -1.2017398502799612192]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0,0.125,"[-6.0410560234948196268, -6.0410560234948196268]","[-0.28566995238782538769, -0.28566995238782538769]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0,0.0625,"[-4.2840919406058031171, -4.2840919406058031171]","[-1.0401124369895360378, -1.0401124369895360378]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0,0.0625,"[-3.9437106553392111685, -3.9437106553392111685]","[-0.53751619421585894454, -0.53751619421585894454]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.0625,0.125,"[-4.1969412246302635339, -4.1969412246302635339]","[-0.98010428147369432761, -0.98010428147369432761]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.0625,0.125,"[-3.8218822000025673979, -3.8218822000025673979]","[-0.45673057294508495607, -0.45673057294508495607]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0.125,0.25,"[-5.9776772907987023586, -5.9776772907987023586]","[-0.27081446182362384212, -0.27081446182362384212]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.125,0.1875,"[-4.1522257679274776621, -4.1522257679274776621]","[-0.94708140741962176801, -0.94708140741962176801]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.125,0.1875,"[-3.753566645114888356, -3.753566645114888356]","[-0.40744815231777792297, -0.40744815231777792297]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.1875,0.25,"[-4.1361302251705378552, -4.1361302251705378552]","[-0.9345564818442196886, -0.9345564818442196886]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.1875,0.25,"[-3.7196369170439225194, -3.7196369170439225194]","[-0.38160167960936192122, -0.38160167960936192122]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.7219561520658097060699462890625,0.25,0.375,"[-6.802355044874394352, -6.802355044874394352]","[-2.0695622635259818267, -2.0695622635259818267]"
0.6590962499999999,0.6668440625,0.7219561520658097060699462890625,0.814637434710539804046630859375,0.25,0.375,"[-6.4907807488737372381, -6.4907807488737372381]","[-1.2750957953594099781, -1.2750957953594099781]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.7219561520658097060699462890625,0.375,0.5,"[-6.9574569368583230045, -6.9574569368583230045]","[-2.1999634176593270141, -2.1999634176593270141]"
0.6590962499999999,0.6668440625,0.7219561520658097060699462890625,0.814637434710539804046630859375,0.375,0.5,"[-6.6163946248661122951, -6.6163946248661122951]","[-1.3819087159327463343, -1.3819087159327463343]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0.25,0.375,"[-6.0126121884365826276, -6.0126121884365826276]","[-0.31189666486517836352, -0.31189666486517836352]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.25,0.3125,"[-4.1411562785905910999, -4.1411562785905910999]","[-0.93836590467369995761, -0.93836590467369995761]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.25,0.3125,"[-3.7103779905321814248, -3.7103779905321814248]","[-0.37416541531944730314, -0.37416541531944730314]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.3125,0.375,"[-4.1626876379905848324, -4.1626876379905848324]","[-0.95564599719114562415, -0.95564599719114562415]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.3125,0.375,"[-3.7200423748035631455, -3.7200423748035631455]","[-0.38175380541989539784, -0.38175380541989539784]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0.375,0.5,"[-6.1043250687069825489, -6.1043250687069825489]","[-0.39299620700998388889, -0.39299620700998388889]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.375,0.4375,"[-4.1976397425273521691, -4.1976397425273521691]","[-0.98432572215324520837, -0.98432572215324520837]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.375,0.4375,"[-3.7448911709929340041, -3.7448911709929340041]","[-0.40195572125974393662, -0.40195572125974393662]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.4375,0.5,"[-4.2438288385861842045, -4.2438288385861842045]","[-1.0228490346988483584, -1.0228490346988483584]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.4375,0.5,"[-3.7823280301571222672, -3.7823280301571222672]","[-0.43298090113439741122, -0.43298090113439741122]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.7219561520658097060699462890625,0.5,0.625,"[-7.1375905492569025057, -7.1375905492569025057]","[-2.3525130256408219864, -2.3525130256408219864]"
0.6590962499999999,0.6668440625,0.7219561520658097060699462890625,0.814637434710539804046630859375,0.5,0.625,"[-6.7731794141620937921, -6.7731794141620937921]","[-1.5148737756144268207, -1.5148737756144268207]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.7219561520658097060699462890625,0.625,0.75,"[-7.3371984923999846728, -7.3371984923999846728]","[-2.5233169223769538192, -2.5233169223769538192]"
0.6590962499999999,0.6668440625,0.7219561520658097060699462890625,0.814637434710539804046630859375,0.625,0.75,"[-6.9538271311210664294, -6.9538271311210664294]","[-1.6692221789273535837, -1.6692221789273535837]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0.5,0.625,"[-6.2348848470980477998, -6.2348848470980477998]","[-0.50492746615392058995, -0.50492746615392058995]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.5,0.5625,"[-4.2996408418061040635, -4.2996408418061040635]","[-1.0700112375769930129, -1.0700112375769930129]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.5,0.5625,"[-3.8304617413973196527, -3.8304617413973196527]","[-0.47345626957161485171, -0.47345626957161485171]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.5625,0.625,"[-4.3638422445033224761, -4.3638422445033224761]","[-1.124856826245094199, -1.124856826245094199]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.5625,0.625,"[-3.887863451027557371, -3.887863451027557371]","[-0.5223010499750250224, -0.5223010499750250224]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0.625,0.75,"[-6.3945751561753692016, -6.3945751561753692016]","[-0.6418144368985044812, -0.6418144368985044812]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.625,0.6875,"[-4.4354649650060142818, -4.4354649650060142818]","[-1.1866127186679815697, -1.1866127186679815697]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.625,0.6875,"[-3.9534220285169054954, -3.9534220285169054954]","[-0.5786463097583597337, -0.5786463097583597337]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.6875,0.75,"[-4.5137325719846277394, -4.5137325719846277394]","[-1.2546429376342385087, -1.2546429376342385087]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.6875,0.75,"[-4.0262530098606514883, -4.0262530098606514883]","[-0.6417810035327539131, -0.6417810035327539131]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.814637434710539804046630859375,0.75,0.875,"[-9.2933363375400190876, -9.2933363375400190876]","[-0.10823480147961947462, -0.10823480147961947462]"
0.6590962499999999,0.6668440625,0.62927486942107960809326171875,0.814637434710539804046630859375,0.875,1,"[-9.526838995181416081, -9.526838995181416081]","[-0.29082698083532448896, -0.29082698083532448896]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0.75,0.875,"[-6.5774212406611862747, -6.5774212406611862747]","[-0.79962882939081703082, -0.79962882939081703082]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.75,0.8125,"[-4.5980110297081875359, -4.5980110297081875359]","[-1.3284168700749046099, -1.3284168700749046099]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.75,0.8125,"[-4.1056386694981394925, -4.1056386694981394925]","[-0.7111145590558448637, -0.7111145590558448637]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.8125,0.875,"[-4.6877746730106633066, -4.6877746730106633066]","[-1.4074864346065336651, -1.4074864346065336651]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.8125,0.875,"[-4.1909871129812064083, -4.1909871129812064083]","[-0.78615019293213117546, -0.78615019293213117546]"
0.6590962499999999,0.6668440625,0.814637434710539804046630859375,0.9073187173552699020233154296875,0.875,1,"[-6.7794374185439050251, -6.7794374185439050251]","[-0.9754687633229627286, -0.9754687633229627286]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.875,0.9375,"[-4.7825820176809425988, -4.7825820176809425988]","[-1.4914692763396655284, -1.4914692763396655284]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.875,0.9375,"[-4.2818034866393777094, -4.2818034866393777094]","[-0.86646541475604743621, -0.86646541475604743621]"
0.6590962499999999,0.6668440625,0.9073187173552699020233154296875,0.95365935867763495101165771484375,0.9375,1,"[-4.8820581358810617445, -4.8820581358810617445]","[-1.5800361492284313858, -1.5800361492284313858]"
0.6590962499999999,0.6668440625,0.95365935867763495101165771484375,1,0.9375,1,"[-4.3776691817591544265, -4.3776691817591544265]","[-0.95169748305885926154, -0.95169748305885926154]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.7103807697568182655029296875,0,0.125,"[-6.7707539972968451281, -6.7707539972968451281]","[-1.9793989416852550978, -1.9793989416852550978]"
0.6668440625,0.674591875,0.7103807697568182655029296875,0.806920513171212177001953125,0,0.125,"[-6.5711105956259334704, -6.5711105956259334704]","[-1.2282655862825688775, -1.2282655862825688775]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.7103807697568182655029296875,0.125,0.25,"[-6.8345261473816680819, -6.8345261473816680819]","[-2.0365154269542289356, -2.0365154269542289356]"
0.6668440625,0.674591875,0.7103807697568182655029296875,0.806920513171212177001953125,0.125,0.25,"[-6.5766156288658592644, -6.5766156288658592644]","[-1.2470891998555775348, -1.2470891998555775348]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0,0.125,"[-6.2196297785918801537, -6.2196297785918801537]","[-0.3067004213598400475, -0.3067004213598400475]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0,0.0625,"[-4.4199039648317270945, -4.4199039648317270945]","[-1.0807905985896841816, -1.0807905985896841816]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0,0.0625,"[-4.0700721929884462469, -4.0700721929884462469]","[-0.55672351347998849658, -0.55672351347998849658]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.0625,0.125,"[-4.3284569422890353252, -4.3284569422890353252]","[-1.0156181260012620005, -1.0156181260012620005]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.0625,0.125,"[-3.9424811277273170695, -3.9424811277273170695]","[-0.46993276056700622467, -0.46993276056700622467]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0.125,0.25,"[-6.1496138992060966899, -6.1496138992060966899]","[-0.28157679216582692794, -0.28157679216582692794]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.125,0.1875,"[-4.2787181305401471576, -4.2787181305401471576]","[-0.97701135618827927853, -0.97701135618827927853]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.125,0.1875,"[-3.8680794977003940538, -3.8680794977003940538]","[-0.41436514842301036543, -0.41436514842301036543]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.1875,0.25,"[-4.257182113046576788, -4.257182113046576788]","[-0.9586218340223110479, -0.9586218340223110479]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.1875,0.25,"[-3.8278717782001101533, -3.8278717782001101533]","[-0.38205098733226833252, -0.38205098733226833252]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.7103807697568182655029296875,0.25,0.375,"[-6.9488213310883377716, -6.9488213310883377716]","[-2.1299837778330372728, -2.1299837778330372728]"
0.6668440625,0.674591875,0.7103807697568182655029296875,0.806920513171212177001953125,0.25,0.375,"[-6.6506374189259549468, -6.6506374189259549468]","[-1.3104117016178105093, -1.3104117016178105093]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.7103807697568182655029296875,0.375,0.5,"[-7.0960216839828724744, -7.0960216839828724744]","[-2.2505794131233232136, -2.2505794131233232136]"
0.6668440625,0.674591875,0.7103807697568182655029296875,0.806920513171212177001953125,0.375,0.5,"[-6.7672191847271587761, -6.7672191847271587761]","[-1.406378447680986854, -1.406378447680986854]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0.25,0.375,"[-6.1753378297432011124, -6.1753378297432011124]","[-0.31132156293709328798, -0.31132156293709328798]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.25,0.3125,"[-4.2564890930784944345, -4.2564890930784944345]","[-0.95636214580659861806, -0.95636214580659861806]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.25,0.3125,"[-3.8121993885027918303, -3.8121993885027918303]","[-0.36801514209831992508, -0.36801514209831992508]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.3125,0.375,"[-4.2720968062750674932, -4.2720968062750674932]","[-0.96741471321618754953, -0.96741471321618754953]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.3125,0.375,"[-3.8153447800422539693, -3.8153447800422539693]","[-0.36890143261525082385, -0.36890143261525082385]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0.375,0.5,"[-6.2566032735944503429, -6.2566032735944503429]","[-0.38040672609171138907, -0.38040672609171138907]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.375,0.4375,"[-4.3009650253942357523, -4.3009650253942357523]","[-0.98973843036505237958, -0.98973843036505237958]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.375,0.4375,"[-3.83358708957235228, -3.83358708957235228]","[-0.38231718366573858026, -0.38231718366573858026]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.4375,0.5,"[-4.3409387318410370682, -4.3409387318410370682]","[-1.0217977410642309355, -1.0217977410642309355]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.4375,0.5,"[-3.8643417855618493739, -3.8643417855618493739]","[-0.40648442149730129591, -0.40648442149730129591]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.7103807697568182655029296875,0.5,0.625,"[-7.2671877255750292335, -7.2671877255750292335]","[-2.3926517467600207922, -2.3926517467600207922]"
0.6668440625,0.674591875,0.7103807697568182655029296875,0.806920513171212177001953125,0.5,0.625,"[-6.9140045325375272256, -6.9140045325375272256]","[-1.527899121742220645, -1.527899121742220645]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.7103807697568182655029296875,0.625,0.75,"[-7.4570331083405019257, -7.4570331083405019257]","[-2.552440217816067225, -2.552440217816067225]"
0.6668440625,0.674591875,0.7103807697568182655029296875,0.806920513171212177001953125,0.625,0.75,"[-7.0839449100771769707, -7.0839449100771769707]","[-1.6703298300643585339, -1.6703298300643585339]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0.5,0.625,"[-6.3759355879160981573, -6.3759355879160981573]","[-0.47983572417966285917, -0.47983572417966285917]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.5,0.5625,"[-4.3904235742667356845, -4.3904235742667356845]","[-1.06240255823766927, -1.06240255823766927]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.5,0.5625,"[-3.9057258709894440152, -3.9057258709894440152]","[-0.44003862195538218094, -0.44003862195538218094]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.5625,0.625,"[-4.4482002024626883241, -4.4482002024626883241]","[-1.1106081368250368957, -1.1106081368250368957]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.5625,0.625,"[-3.9563164512896071834, -3.9563164512896071834]","[-0.48190516439000091742, -0.48190516439000091742]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0.625,0.75,"[-6.5238324360743895625, -6.5238324360743895625]","[-0.60383764929966809998, -0.60383764929966809998]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.625,0.6875,"[-4.5133110426390370407, -4.5133110426390370407]","[-1.1656495246475071514, -1.1656495246475071514]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.625,0.6875,"[-4.0150068582453659616, -4.0150068582453659616]","[-0.53121966457827463071, -0.53121966457827463071]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.6875,0.75,"[-4.5849876735161263497, -4.5849876735161263497]","[-1.2268970149186959606, -1.2268970149186959606]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.6875,0.75,"[-4.080916048423860687, -4.080916048423860687]","[-0.58727450436637462783, -0.58727450436637462783]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.806920513171212177001953125,0.75,0.875,"[-9.4660721693382594566, -9.4660721693382594566]","[-0.041802057033206690972, -0.041802057033206690972]"
0.6668440625,0.674591875,0.61384102634242435400390625,0.806920513171212177001953125,0.875,1,"[-9.6886891344298540218, -9.6886891344298540218]","[-0.21169941444001014186, -0.21169941444001014186]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0.75,0.875,"[-6.6944377090656974616, -6.6944377090656974616]","[-0.74844822391529441941, -0.74844822391529441941]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.75,0.8125,"[-4.6626022956986883372, -4.6626022956986883372]","[-1.2938249105039691944, -1.2938249105039691944]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.75,0.8125,"[-4.1533289630745908738, -4.1533289630745908738]","[-0.64948173070816161978, -0.64948173070816161978]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.8125,0.875,"[-4.7456341810557720606, -4.7456341810557720606]","[-1.3659890334890694152, -1.3659890334890694152]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.8125,0.875,"[-4.2316558110070747745, -4.2316558110070747745]","[-0.71734658001263917892, -0.71734658001263917892]"
0.6668440625,0.674591875,0.806920513171212177001953125,0.9034602565856060885009765625,0.875,1,"[-6.8838385630600757992, -6.8838385630600757992]","[-0.91080698484439659435, -0.91080698484439659435]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.875,0.9375,"[-4.833645804840225324, -4.833645804840225324]","[-1.4430101582180878683, -1.4430101582180878683]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.875,0.9375,"[-4.315403408404892005, -4.315403408404892005]","[-0.79044812550450893607, -0.79044812550450893607]"
0.6668440625,0.674591875,0.9034602565856060885009765625,0.95173012829280304425048828125,0.9375,1,"[-4.9262654457670418395, -4.9262654457670418395]","[-1.524561563615735027, -1.524561563615735027]"
0.6668440625,0.674591875,0.95173012829280304425048828125,1,0.9375,1,"[-4.404154474722853152, -4.404154474722853152]","[-0.86842483399509384778, -0.86842483399509384778]"
0.674591875,0.6823396875,0.59852153159104722271728515625,0.6988911486932854170379638671875,0,0.125,"[-6.9231636619384140374, -6.9231636619384140374]","[-2.0570563051457364523, -2.0570563051457364523]"
0.674591875,0.6823396875,0.6988911486932854170379638671875,0.799260765795523611358642578125,0,0.125,"[-6.740636073189952171, -6.740636073189952171]","[-1.2833913938337293548, -1.2833913938337293548]"
0.674591875,0.6823396875,0.59852153159104722271728515625,0.6988911486932854170379638671875,0.125,0.25,"[-6.9835232044123234374, -6.9835232044123234374]","[-2.106820451584931142, -2.106820451584931142]"
0.674591875,0.6823396875,0.6988911486932854170379638671875,0.799260765795523611358642578125,0.125,0.25,"[-6.7416412113478116908, -6.7416412113478116908]","[-1.2937127509647379231, -1.2937127509647379231]"
0.674591875,0.6823396875,0.799260765795523611358642578125,0.8996303828977618056793212890625,0,0.125,"[-6.3970699153234527046, -6.3970699153234527046]","[-0.32902282585024650308, -0.32902282585024650308]"
0.674591875,0.6823396875,0.8996303828977618056793212890625,0.94981519144888090283966064453125,0,0.0625,"[-4.5559498025520266395, -4.5559498025520266395]","[-1.1224732399847472397, -1.1224732399847472397]"
0.674591875,0.6823396875,0.94981519144888090283966064453125,1,0,0.0625,"[-4.1971240840069530265, -4.1971240840069530265]","[-0.57706048484502525664, -0.57706048484502525664]"
0.674591875,0.6823396875,0.8996303828977618056793212890625,0.94981519144888090283966064453125,0.0625,0.125,"[-4.4604283158993442981, -4.4604283158993442981]","[-1.0523413725109318495, -1.0523413725109318495]"
0.674591875,0.6823396875,0.94981519144888090283966064453125,1,0.0625,0.125,"[-4.0640199102513587803, -4.0640199102513587803]","[-0.48448698353913982606, -0.48448698353913982606]"
0.674591875,0.6823396875,0.799260765795523611358642578125,0.8996303828977618056793212890625,0.125,0.25,"[-6.3207467621613435682, -6.3207467621613435682]","[-0.29397985152005062792, -0.29397985152005062792]"
0.674591875,0.6823396875,0.8996303828977618056793212890625,0.94981519144888090283966064453125,0.125,0.1875,"[-4.4058643071784135969, -4.4058643071784135969]","[-1.0083421803674401662, -1.0083421803674401662]"
0.674591875,0.6823396875,0.94981519144888090283966064453125,1,0.125,0.1875,"[-3.9837425538723016949, -3.9837425538723016949]","[-0.42283593541989844544, -0.42283593541989844544]"
0.674591875,0.6823396875,0.8996303828977618056793212890625,0.94981519144888090283966064453125,0.1875,0.25,"[-4.3790702556700704662, -4.3790702556700704662]","[-0.98426911374721137715, -0.98426911374721137715]"
0.674591875,0.6823396875,0.94981519144888090283966064453125,1,0.1875,0.25,"[-3.9374453521069425754, -3.9374453521069425754]","[-0.3842413878526093618, -0.3842413878526093618]"
0.674591875,0.6823396875,0.59852153159104722271728515625,0.6988911486932854170379638671875,0.25,0.375,"[-7.0917069188516208555, -7.0917069188516208555]","[-2.1916554415987556936, -2.1916554415987556936]"
0.674591875,0.6823396875,0.6988911486932854170379638671875,0.799260765795523611358642578125,0.25,0.375,"[-6.8083791718555879413, -6.8083791718555879413]","[-1.3473072272797648186, -1.3473072272797648186]"
0.674591875,0.6823396875,0.59852153159104722271728515625,0.6988911486932854170379638671875,0.375,0.5,"[-7.2312483127088889034, -7.2312483127088889034]","[-2.3027350812606224295, -2.3027350812606224295]"
0.674591875,0.6823396875,0.6988911486932854170379638671875,0.799260765795523611358642578125,0.375,0.5,"[-6.916200833490458777, -6.916200833490458777]","[-1.4327323230290691658, -1.4327323230290691658]"
0.674591875,0.6823396875,0.799260765795523611358642578125,0.8996303828977618056793212890625,0.25,0.375,"[-6.3375745719398430822, -6.3375745719398430822]","[-0.31271949115540692565, -0.31271949115540692565]"
0.674591875,0.6823396875,0.8996303828977618056793212890625,0.94981519144888090283966064453125,0.25,0.3125,"[-4.3728295037003501733, -4.3728295037003501733]","[-0.97611314178255648155, -0.97611314178255648155]"
0.674591875,0.6823396875,0.94981519144888090283966064453125,1,0.25,0.3125,"[-3.9155337741501781146, -3.9155337741501781146]","[-0.36378248760512249538, -0.36378248760512249538]"
0.674591875,0.6823396875,0.8996303828977618056793212890625,0.94981519144888090283966064453125,0.3125,0.375,"[-4.3826766503200698111, -4.3826766503200698111]","[-0.98110437063377042843, -0.98110437063377042843]"
0.674591875,0.6823396875,0.94981519144888090283966064453125,1,0.3125,0.375,"[-3.9123242927469816799, -3.9123242927469816799]","[-0.35813480324330398963, -0.35813480324330398963]"
0.674591875,0.6823396875,0.799260765795523611358642578125,0.8996303828977618056793212890625,0.375,0.5,"[-6.4086920113696201895, -6.4086920113696201895]","[-0.37010895164124718582, -0.37010895164124718582]"
